,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
326,pisco,5,PE,1602448384,68,-13.7,-76.22,21.0,7.2
190,yumen,6,CN,1602448353,67,40.28,97.2,1.74,3.08
562,camana,67,PE,1602448470,67,-16.62,-72.71,18.56,2.7
102,azoyu,58,MX,1602448336,67,16.72,-98.73,29.91,2.48
233,chase,94,CA,1602448364,67,50.82,-119.69,13.89,1.9
503,tezu,0,IN,1602448446,67,27.92,96.17,24.32,1.3
501,aksay,18,RU,1602448445,67,47.26,39.87,16.0,4.0
336,santa marta,58,CO,1602448234,67,11.24,-74.2,32.78,2.24
469,sinnai,22,IT,1602448434,67,39.3,9.2,16.0,4.1
196,yara,94,CU,1602448354,67,20.28,-76.95,31.62,1.3
70,taxisco,20,GT,1602448328,66,14.07,-90.46,32.0,4.1
197,alice springs,0,AU,1602448355,66,-23.7,133.88,11.0,2.1
3,ixtapa,20,MX,1602448313,66,20.7,-105.2,31.0,5.1
225,tursunzoda,20,TJ,1602448361,66,38.51,68.23,9.0,0.77
417,erenhot,0,CN,1602448414,65,43.65,111.98,2.98,4.71
22,hermanus,42,ZA,1602448317,65,-34.42,19.23,14.44,0.45
87,manitouwadge,40,CA,1602448332,65,49.12,-85.84,8.0,2.1
471,nome,75,US,1602448434,65,64.5,-165.41,5.0,1.5
125,olinda,20,BR,1602448341,65,-8.01,-34.86,28.0,3.6
309,touros,0,BR,1602448380,65,-5.2,-35.46,27.0,4.6
235,bairiki,20,KI,1602448364,65,1.33,172.98,28.0,3.1
169,puerto ayora,40,EC,1602448349,65,-0.74,-90.35,26.0,6.2
117,ponta do sol,20,PT,1602448188,64,32.67,-17.1,22.0,8.2
242,whitehorse,90,CA,1602448366,64,60.72,-135.05,7.22,5.1
201,vila velha,90,BR,1602448356,64,-20.33,-40.29,23.0,6.7
4,castro,0,BR,1602448314,64,-24.79,-50.01,18.87,2.83
95,sao joao da barra,98,BR,1602448334,64,-21.64,-41.05,23.0,4.1
450,filadelfia,90,US,1602448388,63,39.95,-75.16,19.0,6.7
283,barrow,75,US,1602448374,63,71.29,-156.79,-3.0,7.2
182,esil,88,KZ,1602448352,63,51.96,66.4,8.57,2.79
7,port alfred,9,ZA,1602448314,63,-33.59,26.89,13.11,2.94
488,portobelo,40,PA,1602448441,62,9.55,-79.65,31.0,1.5
322,tiarei,20,PF,1602448383,62,-17.53,-149.33,30.0,8.2
8,cape town,53,ZA,1602448202,62,-33.93,18.42,15.56,1.0
388,christchurch,100,NZ,1602448403,62,-43.53,172.63,16.11,1.0
409,lake charles,75,US,1602448342,62,30.21,-93.2,31.11,4.6
217,puerto escondido,40,MX,1602448359,62,15.85,-97.07,32.0,2.6
428,nanakuli,20,US,1602448418,62,21.39,-158.15,29.0,3.1
358,ancud,0,CL,1602448392,62,-41.87,-73.82,16.67,3.6
350,haapiti,20,PF,1602448390,62,-17.57,-149.87,30.0,8.2
24,hilo,1,US,1602448317,61,19.73,-155.09,28.0,1.5
155,alegrete,0,BR,1602448346,61,-29.78,-55.79,23.86,1.98
558,palora,40,EC,1602448468,61,-1.7,-77.93,28.0,2.6
64,lebu,0,CL,1602448327,61,-37.62,-73.65,12.65,10.3
555,rosarito,5,MX,1602448467,60,32.33,-117.03,24.0,7.7
321,guozhen,100,CN,1602448383,60,34.37,107.36,14.27,1.0
232,lompoc,1,US,1602448363,60,34.64,-120.46,26.67,8.2
544,pervomayskiy,98,RU,1602448463,60,53.25,40.29,10.12,4.14
512,chippewa falls,90,US,1602448223,59,44.94,-91.39,16.67,5.7
248,santa maria,0,BR,1602448367,59,-29.68,-53.81,21.96,0.67
96,jamestown,1,US,1602448318,59,42.1,-79.24,19.44,4.1
324,la tuque,10,CA,1602448207,59,47.43,-72.78,6.43,1.71
140,chapais,75,CA,1602448343,59,49.78,-74.85,3.0,1.0
174,yarmouth,1,US,1602448342,58,41.71,-70.23,14.0,5.7
334,voskresenskoye,100,RU,1602448385,58,56.84,45.43,7.5,2.86
75,gurupi,58,BR,1602448329,58,-11.73,-49.07,27.17,0.93
42,broken hill,0,AU,1602448322,58,-31.95,141.43,12.0,3.6
44,kahului,40,US,1602448223,58,20.89,-156.47,30.0,8.7
422,goderich,0,CA,1602448386,58,43.75,-81.72,15.0,6.25
480,sechura,39,PE,1602448438,58,-5.56,-80.82,24.43,7.11
440,jinchang,66,CN,1602448423,58,38.5,102.17,5.35,0.37
2,ushuaia,40,AR,1602448282,57,-54.8,-68.3,10.0,10.8
25,east london,69,ZA,1602448318,57,-33.02,27.91,14.67,2.08
316,alexandria,20,EG,1602448382,57,31.22,29.96,25.0,3.1
511,hami,0,CN,1602448449,56,42.8,93.45,5.0,4.45
250,pacific grove,1,US,1602448367,56,36.62,-121.92,26.0,3.1
330,guerrero negro,0,MX,1602448384,56,27.98,-114.06,25.37,7.65
33,bethel,75,US,1602448319,55,41.37,-73.41,17.22,3.1
305,redlands,0,US,1602448379,55,34.06,-117.18,27.78,2.05
138,bandar-e lengeh,0,IR,1602448343,55,26.56,54.88,26.83,1.67
10,puerto asis,75,CO,1602448314,55,0.51,-76.5,32.0,2.1
513,college,75,US,1602448207,55,64.86,-147.8,1.0,4.1
370,camacupa,24,AO,1602448397,54,-12.02,17.48,21.88,3.87
266,vanderhoof,72,CA,1602448371,54,54.02,-124.02,9.37,2.15
407,korla,97,CN,1602448410,54,41.76,86.15,7.04,0.28
347,constitucion,0,CL,1602448388,54,-35.33,-72.42,17.58,6.71
371,tambacounda,85,SN,1602448397,54,13.75,-13.76,30.36,2.21
99,arraial do cabo,75,BR,1602448335,53,-22.97,-42.03,22.0,2.6
559,pilot butte,75,CA,1602448468,53,50.47,-104.42,11.67,11.8
385,kushmurun,87,KZ,1602448402,53,52.45,64.63,9.71,3.31
423,lusaka,100,ZM,1602448416,53,-15.41,28.29,24.0,2.6
255,saint anthony,1,US,1602448368,52,45.02,-93.22,21.11,8.2
447,tocopilla,31,CL,1602448426,52,-22.09,-70.2,18.22,1.67
483,san cristobal,40,VE,1602448195,52,7.77,-72.22,33.0,6.2
441,conceicao do araguaia,47,BR,1602448423,51,-8.26,-49.26,31.28,1.18
186,marzuq,0,YE,1602448353,51,14.4,46.47,21.9,1.12
538,carlyle,1,US,1602448205,51,38.61,-89.37,29.44,0.45
37,clovis,20,US,1602448321,50,36.83,-119.7,26.11,2.22
406,binghamton,1,US,1602448371,50,42.1,-75.92,17.22,3.6
561,savinka,46,RU,1602448469,49,50.08,47.1,8.51,4.74
171,khani,92,GE,1602448350,49,41.96,42.96,20.0,8.2
536,mandera,65,KE,1602448269,48,3.94,41.87,30.98,5.13
271,chute-aux-outardes,90,CA,1602448372,48,49.12,-68.4,6.0,4.6
418,fortuna,20,US,1602448414,48,40.6,-124.16,21.11,4.1
355,saquena,99,PE,1602448391,48,-4.67,-73.52,33.24,1.05
273,saldanha,3,ZA,1602448372,47,-33.01,17.94,14.0,3.6
529,talas,7,TR,1602448456,47,38.69,35.55,13.0,3.1
448,abu samrah,0,SY,1602448426,46,35.3,37.18,17.44,0.99
144,viking,100,CA,1602448344,46,53.1,-111.77,8.33,11.18
41,punta arenas,2,CL,1602448056,46,-53.15,-70.92,12.0,18.0
474,puerto leguizamo,54,CO,1602448436,46,-0.19,-74.78,32.56,0.68
525,sept-iles,75,CA,1602448202,45,50.2,-66.38,6.67,6.7
522,juruti,51,BR,1602448453,45,-2.15,-56.09,32.84,1.79
239,southbridge,100,US,1602448365,44,42.08,-72.03,16.67,2.39
367,salinas,1,US,1602448350,44,36.68,-121.66,26.0,2.1
339,port lincoln,73,AU,1602448386,44,-34.73,135.87,18.86,7.02
430,coihaique,40,CL,1602448418,43,-45.58,-72.07,13.0,5.1
502,mangan,49,IN,1602448446,43,27.52,88.53,22.58,1.2
291,akdepe,0,TM,1602448376,42,42.06,59.38,7.0,3.1
505,dasoguz,0,TM,1602448447,42,41.84,59.97,7.0,3.1
89,albany,100,US,1602448158,41,42.6,-73.97,13.89,3.18
489,boa vista,40,BR,1602448336,41,2.82,-60.67,34.0,3.6
19,moses lake,75,US,1602448316,41,47.13,-119.28,15.0,6.7
245,gazli,1,UZ,1602448366,40,40.13,63.45,8.05,3.82
351,amapa,93,BR,1602448390,40,1.0,-52.0,29.81,0.86
391,dalianwan,20,CN,1602448404,40,39.03,121.69,12.0,3.0
353,dosso,89,NE,1602448391,40,13.05,3.19,31.73,2.69
261,westport,90,US,1602448242,39,41.14,-73.36,18.33,3.6
215,aljezur,0,PT,1602448359,39,37.32,-8.8,21.03,4.49
146,kamenka,100,RU,1602448344,39,51.32,42.77,10.0,6.01
100,salina,1,US,1602448201,38,38.84,-97.61,32.0,9.8
453,san jose,20,US,1602448277,38,37.34,-121.89,25.56,6.2
267,navoi,0,UZ,1602448371,38,40.08,65.38,5.0,1.0
5,mikhaylovka,100,RU,1602448314,38,50.06,43.24,13.33,2.68
461,nalut,0,LY,1602448431,38,30.33,10.85,21.79,3.47
230,luderitz,6,NA,1602448248,36,-26.65,15.16,18.3,6.88
510,manbij,0,SY,1602448449,36,36.53,37.95,16.0,1.0
315,roma,1,US,1602448257,36,43.21,-75.46,17.0,3.1
345,kutum,41,SD,1602448388,34,14.2,24.67,27.13,2.4
258,faya,0,SA,1602448369,34,18.39,42.45,19.0,1.0
223,pindwara,0,IN,1602448361,34,24.8,73.07,24.44,1.21
442,rio gallegos,40,AR,1602448424,33,-51.62,-69.22,17.0,9.3
494,charagua,75,BO,1602448443,33,-19.8,-63.22,33.0,2.1
539,karratha,0,AU,1602448460,31,-20.74,116.85,24.63,4.62
436,tiznit,21,MA,1602448421,31,29.58,-9.5,25.9,0.24
491,sabha,100,LY,1602448442,31,27.04,14.43,27.15,4.39
499,comodoro rivadavia,67,AR,1602448328,31,-45.87,-67.5,24.0,2.1
114,kazerun,0,IR,1602448338,30,29.62,51.65,17.38,1.74
426,rio muerto,40,MX,1602448417,30,27.42,-110.23,36.0,5.1
170,kimberley,0,ZA,1602448349,29,-28.73,24.76,11.0,2.1
280,araouane,100,ML,1602448374,29,18.9,-3.53,32.07,1.95
506,atyrau,0,KZ,1602448281,28,47.12,51.88,13.0,7.0
540,opuwo,0,NA,1602448461,28,-18.06,13.84,16.9,2.07
104,calca,40,PE,1602448336,27,-13.33,-71.95,18.0,5.7
145,qeshm,0,IR,1602448344,26,26.96,56.27,28.0,3.1
389,viedma,0,AR,1602448224,26,-40.81,-63.0,21.67,0.89
473,gobabis,0,NA,1602448436,25,-22.45,18.97,17.69,6.15
210,werda,0,BW,1602448358,25,-25.27,23.28,18.5,3.57
177,san ramon,1,US,1602448187,25,37.78,-121.98,26.11,2.6
454,aswan,0,EG,1602448428,25,24.09,32.91,30.58,6.98
439,taua,0,BR,1602448422,24,-5.97,-40.3,31.44,5.87
427,diban,0,SY,1602448417,23,35.04,40.52,20.49,1.69
156,turayf,0,SA,1602448346,22,31.67,38.66,24.0,5.1
475,mecca,0,SA,1602448284,22,21.43,39.83,25.79,0.92
492,urubicha,61,BO,1602448442,22,-15.38,-62.95,37.97,1.97
465,viradouro,0,BR,1602448432,21,-20.87,-48.3,32.0,4.6
204,abu kamal,0,SY,1602448356,21,34.45,40.92,21.97,2.66
535,coxim,10,BR,1602448458,20,-18.51,-54.76,38.04,2.97
504,agadez,92,NE,1602448447,19,19.75,10.25,28.58,4.33
98,woodward,1,US,1602448149,19,36.43,-99.39,36.0,8.7
490,flagstaff,1,US,1602448427,19,35.2,-111.65,23.33,7.7
26,saint george,1,US,1602448318,18,37.1,-113.58,29.44,4.6
457,santiago del estero,0,AR,1602448430,18,-27.8,-64.26,29.25,4.73
251,ondjiva,0,AO,1602448368,18,-17.07,15.73,22.98,2.16
131,rajgarh,0,IN,1602448342,18,28.63,75.38,25.42,1.12
517,jodhpur,37,IN,1602448451,17,26.29,73.03,27.45,2.35
390,juarez,5,MX,1602448404,17,31.73,-106.48,30.0,7.7
246,san carlos de bariloche,0,AR,1602448366,16,-41.15,-71.31,18.0,9.8
493,irbil,0,IQ,1602448442,16,36.19,44.01,19.0,2.1
528,atar,0,MR,1602448455,15,20.52,-13.05,34.66,3.78
109,mount isa,84,AU,1602448337,14,-20.73,139.5,22.0,5.7
515,abilene,1,US,1602448450,13,32.45,-99.73,38.0,4.6
127,diffa,0,NE,1602448341,13,13.32,12.61,32.01,2.94
394,meadow lake,1,US,1602448405,13,34.8,-106.54,27.22,6.7
361,chekhov,100,RU,1602448393,6,55.14,37.47,8.89,1.96
151,cervo,84,ES,1602448345,1,43.67,-7.41,14.44,3.47
216,yima,99,CN,1602448359,1,34.74,111.88,18.33,1.1
